make,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
FORD,FULL-SIZE,3.5,6,AS6,X,11.2,258
FORD,FULL-SIZE,3.5,6,AS6,E,15.7,251
FORD,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,9.5,218
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,9.9,228
FORD,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.1,232
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,10.4,239
GMC,SUV - STANDARD,3.6,6,A6,X,12.3,283
GMC,SUV - STANDARD,3.6,6,A6,X,12.9,297
GMC,VAN - CARGO,4.3,6,A4,X,15.1,347
GMC,VAN - CARGO,5.3,8,A4,X,15.9,366
GMC,VAN - CARGO,5.3,8,A4,E,20.9,334
GMC,VAN - CARGO,5.3,8,A4,X,16.5,380
GMC,VAN - CARGO,5.3,8,A4,E,21.5,344
GMC,VAN - CARGO,5.3,8,A4,X,16.5,380
GMC,VAN - CARGO,5.3,8,A4,E,21.5,344
GMC,VAN - CARGO,5.3,8,A4,X,16.5,380
GMC,VAN - CARGO,5.3,8,A4,E,22.6,362
GMC,VAN - PASSENGER,5.3,8,A4,X,16.5,380
GMC,VAN - PASSENGER,5.3,8,A4,E,21.5,344
GMC,VAN - PASSENGER,5.3,8,A4,X,16.5,380
GMC,VAN - PASSENGER,5.3,8,A4,E,22.6,362
GMC,VAN - PASSENGER,4.8,8,A6,X,18.0,414
GMC,VAN - PASSENGER,6.0,8,A6,X,18.8,432
GMC,VAN - PASSENGER,6.0,8,A6,E,25.7,411
GMC,VAN - PASSENGER,4.8,8,A6,X,18.2,419
GMC,VAN - PASSENGER,6.0,8,A6,X,18.9,435
GMC,VAN - PASSENGER,6.0,8,A6,E,25.8,413
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.8,271
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,E,16.8,269
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,292
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,E,16.9,270
GMC,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,14.1,324
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,X,12.6,290
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.8,285
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.0,299
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.3,277
GMC,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,14.3,329
GMC,SUV - SMALL,2.4,4,A6,X,9.1,209
GMC,SUV - SMALL,3.6,6,A6,X,12.0,276
GMC,SUV - SMALL,3.6,6,A6,E,16.2,259
GMC,SUV - SMALL,2.4,4,A6,X,10.0,230
GMC,SUV - SMALL,3.6,6,A6,X,12.6,290
GMC,SUV - SMALL,3.6,6,A6,E,17.0,272
GMC,SUV - STANDARD,5.3,8,A6,X,13.8,317
GMC,SUV - STANDARD,5.3,8,A6,E,18.4,294
GMC,SUV - STANDARD,5.3,8,A6,X,13.8,317
GMC,SUV - STANDARD,5.3,8,A6,E,18.4,294
GMC,SUV - STANDARD,6.2,8,A6,Z,14.7,338
GMC,SUV - STANDARD,6.2,8,A6,E,20.1,322
GMC,SUV - STANDARD,6.2,8,A6,Z,16.4,377
GMC,SUV - STANDARD,6.2,8,A6,E,22.1,354
GMC,SUV - STANDARD,5.3,8,A6,X,13.8,317
GMC,SUV - STANDARD,5.3,8,A6,E,18.4,294
GMC,SUV - STANDARD,5.3,8,A6,X,13.8,317
GMC,SUV - STANDARD,5.3,8,A6,E,18.4,294
HONDA,MID-SIZE,2.4,4,AV,X,7.9,182
HONDA,MID-SIZE,2.4,4,AV7,X,8.1,186
HONDA,MID-SIZE,2.4,4,M6,X,8.7,200
HONDA,MID-SIZE,3.5,6,A6,X,9.1,209
HONDA,MID-SIZE,3.5,6,AS6,X,9.6,221
HONDA,MID-SIZE,3.5,6,M6,X,10.9,251
HONDA,MID-SIZE,2.0,4,AV,X,4.8,110
HONDA,COMPACT,1.8,4,AV,X,7.0,161
HONDA,COMPACT,1.8,4,AV7,X,7.2,166
HONDA,COMPACT,1.8,4,M5,X,7.6,175
HONDA,SUV - SMALL,3.5,6,A6,X,10.7,246
HONDA,SUV - SMALL,2.4,4,A5,X,9.1,209
HONDA,SUV - SMALL,2.4,4,A5,X,9.4,216
HONDA,TWO-SEATER,1.5,4,AV7,X,6.3,145
HONDA,TWO-SEATER,1.5,4,M6,X,6.9,159
HONDA,STATION WAGON - SMALL,1.5,4,A5,X,7.5,172
HONDA,STATION WAGON - SMALL,1.5,4,M5,X,7.7,177
HONDA,MINIVAN,3.5,6,A6,X,10.6,244
HONDA,SUV - SMALL,3.5,6,A5,X,11.5,265
HONDA,SUV - SMALL,3.5,6,A5,X,12.0,276
HONDA,PICKUP TRUCK - STANDARD,3.5,6,A5,X,13.4,308
HYUNDAI,COMPACT,1.6,4,A6,X,7.7,177
HYUNDAI,COMPACT,1.6,4,M6,X,7.7,177
HYUNDAI,MID-SIZE,2.0,4,A6,X,8.6,198
HYUNDAI,MID-SIZE,2.0,4,M6,X,8.5,196
HYUNDAI,FULL-SIZE,5.0,8,A8,Z,13.2,304
HYUNDAI,FULL-SIZE,3.8,6,A8,X,11.1,255
HYUNDAI,SUV - SMALL,3.3,6,A6,X,11.2,258
HYUNDAI,SUV - SMALL,3.3,6,A6,X,11.6,267
HYUNDAI,SUV - SMALL,2.4,4,A6,X,10.3,237
HYUNDAI,SUV - SMALL,2.0,4,A6,X,11.5,264
HYUNDAI,SUV - SMALL,2.4,4,A6,X,11.1,255
HYUNDAI,FULL-SIZE,2.0,4,A6,X,9.6,221
HYUNDAI,FULL-SIZE,2.4,4,A6,X,8.5,196
HYUNDAI,MID-SIZE,2.4,4,AS6,X,6.2,143
HYUNDAI,MID-SIZE,2.4,4,AS6,X,6.3,145
HYUNDAI,SUV - SMALL,2.0,4,A6,X,9.3,214
HYUNDAI,SUV - SMALL,2.0,4,M6,X,10.1,232
HYUNDAI,SUV - SMALL,2.4,4,A6,X,10.0,230
HYUNDAI,SUV - SMALL,2.0,4,A6,X,10.5,242
HYUNDAI,SUV - SMALL,2.4,4,A6,X,10.6,244
HYUNDAI,COMPACT,1.6,4,AM6,X,7.7,177
HYUNDAI,COMPACT,1.6,4,M6,X,8.0,184
HYUNDAI,COMPACT,1.6,4,A6,X,8.8,202
HYUNDAI,COMPACT,1.6,4,M6,X,8.5,196
INFINITI,MID-SIZE,3.7,6,AS7,Z,10.2,235
INFINITI,MID-SIZE,3.7,6,AS7,Z,10.8,248
INFINITI,COMPACT,3.5,6,AS7,Z,7.5,172
INFINITI,COMPACT,3.5,6,AS7,Z,8.2,189
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,11.5,265
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,11.7,269
INFINITI,SUBCOMPACT,3.7,6,M6,Z,12.3,283
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,11.1,255
INFINITI,SUBCOMPACT,3.7,6,M6,Z,11.6,267
INFINITI,MID-SIZE,3.7,6,AS7,Z,11.0,253
INFINITI,MID-SIZE,5.6,8,AS7,Z,12.3,283
INFINITI,MID-SIZE,3.7,6,AS7,Z,11.6,267
INFINITI,MID-SIZE,5.6,8,AS7,Z,12.8,294
INFINITI,MID-SIZE,3.5,6,AS7,Z,7.6,175
INFINITI,STATION WAGON - SMALL,3.7,6,AS7,Z,11.8,271
INFINITI,SUV - SMALL,3.5,6,AV,Z,10.6,244
INFINITI,SUV - SMALL,3.5,6,AV,Z,11.0,253
INFINITI,SUV - STANDARD,2.5,4,AV,X,8.5,196
INFINITI,SUV - SMALL,3.7,6,AS7,Z,12.8,294
INFINITI,SUV - SMALL,5.0,8,AS7,Z,14.5,334
INFINITI,SUV - STANDARD,5.6,8,AS7,Z,15.0,345
JAGUAR,TWO-SEATER,3.0,6,AS8,Z,10.3,237
JAGUAR,TWO-SEATER,3.0,6,AS8,Z,10.6,244
JAGUAR,TWO-SEATER,5.0,8,AS8,Z,12.8,294
JAGUAR,MID-SIZE,2.0,4,AS8,Z,10.5,242
JAGUAR,MID-SIZE,3.0,6,AS8,Z,12.2,281
JAGUAR,MID-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,MID-SIZE,5.0,8,AS8,E,18.1,290
JAGUAR,MID-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,FULL-SIZE,3.0,6,AS8,Z,12.4,285
JAGUAR,FULL-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,FULL-SIZE,5.0,8,AS8,E,17.5,280
JAGUAR,FULL-SIZE,3.0,6,AS8,Z,12.4,285
JAGUAR,FULL-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,FULL-SIZE,5.0,8,AS8,E,17.5,280
JAGUAR,FULL-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,FULL-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.1,301
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,12.6,290
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.7,315
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.5,310
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.7,315
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.5,310
JEEP,SUV - SMALL,2.4,4,A9,X,9.5,218
JEEP,SUV - SMALL,3.2,6,A9,X,10.5,242
JEEP,SUV - SMALL,2.4,4,A9,X,10.0,230
JEEP,SUV - SMALL,3.2,6,A9,X,10.8,248
JEEP,SUV - SMALL,2.4,4,A9,X,10.1,232
JEEP,SUV - SMALL,3.2,6,A9,X,11.0,253
JEEP,SUV - SMALL,2.4,4,A9,X,10.9,251
JEEP,SUV - SMALL,3.2,6,A9,X,11.6,267
JEEP,SUV - SMALL,2.0,4,AV,X,9.9,228
JEEP,SUV - SMALL,2.0,4,A6,X,9.8,225
JEEP,SUV - SMALL,2.0,4,M5,X,9.1,209
JEEP,SUV - SMALL,2.4,4,A6,X,9.8,225
JEEP,SUV - SMALL,2.4,4,M5,X,9.4,216
JEEP,SUV - SMALL,2.4,4,A6,X,10.2,235
JEEP,SUV - SMALL,2.4,4,M5,X,9.4,216
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,255
JEEP,SUV - STANDARD,5.7,8,A8,X,14.8,340
JEEP,SUV - STANDARD,3.0,6,A8,D,9.9,267
JEEP,SUV - STANDARD,3.6,6,A8,X,12.1,278
JEEP,SUV - STANDARD,3.6,6,A8,E,15.6,250
JEEP,SUV - STANDARD,6.4,8,A8,Z,15.8,363
JEEP,SUV - SMALL,2.0,4,AV,X,9.9,228
JEEP,SUV - SMALL,2.0,4,A6,X,9.8,225
JEEP,SUV - SMALL,2.0,4,M5,X,9.1,209
JEEP,SUV - SMALL,2.4,4,A6,X,9.8,225
JEEP,SUV - SMALL,2.4,4,M5,X,9.4,216
JEEP,SUV - SMALL,2.4,4,A6,X,10.2,235
JEEP,SUV - SMALL,2.4,4,M5,X,9.4,216
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,255
JEEP,SUV - SMALL,3.6,6,A5,X,12.8,294
JEEP,SUV - SMALL,3.6,6,M6,X,12.8,294
JEEP,SUV - SMALL,3.6,6,A5,X,13.4,308
JEEP,SUV - SMALL,3.6,6,M6,X,13.4,308
KIA,FULL-SIZE,3.3,6,A6,X,10.9,251
KIA,MID-SIZE,1.8,4,A6,X,8.3,191
KIA,MID-SIZE,1.8,4,M6,X,8.0,184
KIA,MID-SIZE,2.0,4,A6,X,8.4,193
KIA,MID-SIZE,2.0,4,M6,X,8.4,193
KIA,FULL-SIZE,1.6,4,A6,X,9.7,223
KIA,FULL-SIZE,1.6,4,M6,X,9.8,225
KIA,FULL-SIZE,2.0,4,A6,X,8.4,193
KIA,FULL-SIZE,2.0,4,M6,X,8.5,196
KIA,COMPACT,1.6,4,A6,X,9.4,216
KIA,COMPACT,1.6,4,M6,X,9.6,221
KIA,COMPACT,2.0,4,A6,X,8.4,193
KIA,COMPACT,2.0,4,M6,X,8.6,198
KIA,MID-SIZE,2.0,4,A6,X,9.9,228
KIA,MID-SIZE,2.4,4,A6,X,8.7,200
KIA,MID-SIZE,2.4,4,AS6,X,6.2,143
KIA,MID-SIZE,2.4,4,AS6,X,6.4,147
KIA,COMPACT,1.6,4,A6,X,7.6,175
KIA,COMPACT,1.6,4,M6,X,7.7,177
KIA,COMPACT,1.6,4,A6,X,7.6,175
KIA,STATION WAGON - MID-SIZE,2.0,4,A6,X,9.2,212
KIA,STATION WAGON - MID-SIZE,2.0,4,M6,X,9.3,214
KIA,MINIVAN,3.5,6,A6,X,12.0,276
KIA,SUV - SMALL,2.4,4,A6,X,10.3,237
KIA,SUV - SMALL,3.3,6,A6,X,11.4,262
KIA,SUV - SMALL,2.4,4,A6,X,11.0,253
KIA,SUV - SMALL,3.3,6,A6,X,11.8,271
KIA,STATION WAGON - SMALL,1.6,4,A6,X,8.9,205
KIA,STATION WAGON - SMALL,1.6,4,M6,X,9.0,207
KIA,STATION WAGON - SMALL,2.0,4,A6,X,9.1,209
KIA,STATION WAGON - SMALL,2.0,4,A6,X,8.8,202
KIA,SUV - SMALL,2.4,4,A6,X,10.0,230
KIA,SUV - SMALL,2.4,4,M6,X,11.3,260
KIA,SUV - SMALL,2.0,4,A6,X,11.4,262
KIA,SUV - SMALL,2.4,4,A6,X,10.7,246
LAMBORGHINI,TWO-SEATER,6.5,12,A7,Z,18.3,421
LAMBORGHINI,TWO-SEATER,5.2,10,A6,Z,15.7,361
LAMBORGHINI,TWO-SEATER,5.2,10,M6,Z,17.4,400
LAND ROVER,SUV - SMALL,2.0,4,AS6,Z,11.9,274
LAND ROVER,SUV - STANDARD,3.0,6,AS8,Z,14.5,334
LAND ROVER,SUV - SMALL,2.0,4,AS9,Z,9.8,225
LAND ROVER,SUV - SMALL,2.0,4,AS9,Z,9.8,225
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,15.4,354
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,15.1,347
LAND ROVER,SUV - STANDARD,5.0,8,AS8,E,21.4,342
LAND ROVER,SUV - STANDARD,3.0,6,AS8,Z,12.4,285
LAND ROVER,SUV - STANDARD,3.0,6,AS8,Z,12.4,285
LAND ROVER,SUV - STANDARD,3.0,6,AS8,E,17.4,278
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,15.0,345
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,14.7,338
LAND ROVER,SUV - STANDARD,5.0,8,AS8,E,20.7,331
LAND ROVER,SUV - STANDARD,3.0,6,AS8,Z,12.3,283
LAND ROVER,SUV - STANDARD,3.0,6,AS8,Z,12.3,283
LAND ROVER,SUV - STANDARD,3.0,6,AS8,E,17.3,277
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,15.4,354
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,15.1,347
LAND ROVER,SUV - STANDARD,5.0,8,AS8,E,21.4,342
LEXUS,COMPACT,1.8,4,AV,X,5.6,129
LEXUS,MID-SIZE,2.5,4,AV6,X,6.0,138
LEXUS,MID-SIZE,3.5,6,AS6,X,9.6,221
LEXUS,MID-SIZE,3.5,6,AS8,Z,10.4,239
LEXUS,MID-SIZE,3.5,6,AS6,Z,11.0,253
LEXUS,MID-SIZE,3.5,6,AV8,Z,7.6,175
LEXUS,SUV - STANDARD,4.6,8,AS6,Z,13.9,320
LEXUS,COMPACT,2.5,6,AS6,Z,9.7,223
LEXUS,COMPACT,2.5,6,AS6,Z,10.4,239
LEXUS,SUBCOMPACT,2.5,6,AS6,Z,9.7,223
LEXUS,COMPACT,3.5,6,AS8,Z,10.6,244
LEXUS,COMPACT,3.5,6,AS6,Z,11.0,253
LEXUS,SUBCOMPACT,3.5,6,AS6,Z,10.6,244
LEXUS,SUBCOMPACT,5.0,8,AS8,Z,12.6,290
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.3,283
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.9,297
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.9,297
LEXUS,MID-SIZE,5.0,8,AV8,Z,11.4,262
LEXUS,SUV - STANDARD,5.7,8,AS6,Z,16.5,380
LEXUS,SUV - SMALL,3.5,6,AS6,X,11.7,269
LEXUS,SUV - SMALL,3.5,6,AS8,X,11.1,255
LEXUS,SUV - SMALL,3.5,6,AV6,Z,8.2,189
LINCOLN,FULL-SIZE,3.5,6,AS6,X,11.8,271
LINCOLN,FULL-SIZE,3.7,6,AS6,X,11.3,260
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,12.8,294
LINCOLN,SPECIAL PURPOSE VEHICLE,2.0,4,AS6,X,10.2,235
LINCOLN,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,12.2,281
LINCOLN,SUV - SMALL,3.7,6,AS6,X,12.2,281
LINCOLN,MID-SIZE,2.0,4,AS6,X,9.0,207
LINCOLN,MID-SIZE,3.7,6,AS6,X,11.4,262
LINCOLN,MID-SIZE,2.0,4,AV,X,6.3,145
LINCOLN,SUV - STANDARD,5.4,8,A6,X,16.0,368
LINCOLN,SUV - STANDARD,5.4,8,A6,E,21.6,346
MASERATI,MID-SIZE,3.0,6,AS8,Z,12.7,292
MASERATI,MID-SIZE,3.0,6,AS8,Z,12.7,292
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15.1,347
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15.3,352
MASERATI,FULL-SIZE,3.8,8,AS8,Z,14.5,334
MASERATI,FULL-SIZE,3.0,6,AS8,Z,13.1,301
MAZDA,SUV - SMALL,2.0,4,AS6,X,8.2,189
MAZDA,SUV - SMALL,2.0,4,M6,X,8.0,184
MAZDA,SUV - SMALL,2.5,4,AS6,X,8.6,198
MAZDA,SUV - SMALL,2.0,4,AS6,X,8.5,196
MAZDA,SUV - SMALL,2.5,4,AS6,X,8.9,205
MAZDA,SUV - SMALL,3.7,6,AS6,X,12.3,283
MAZDA,SUV - SMALL,3.7,6,AS6,X,12.6,290
MAZDA,COMPACT,1.5,4,A4,X,7.7,177
MAZDA,COMPACT,1.5,4,M5,X,7.4,170
MAZDA,COMPACT,2.0,4,AS6,X,6.9,159
MAZDA,COMPACT,2.0,4,M6,X,7.0,161
MAZDA,COMPACT,2.5,4,AS6,X,7.4,170
MAZDA,COMPACT,2.5,4,AS6,X,7.3,168
MAZDA,COMPACT,2.0,4,M6,X,7.0,161
MAZDA,MID-SIZE,2.0,4,AS6,X,7.1,163
MAZDA,MID-SIZE,2.0,4,M6,X,7.2,166
MAZDA,MID-SIZE,2.5,4,AS6,X,7.7,177
MAZDA,MID-SIZE,2.5,4,AS6,X,7.3,168
MAZDA,MID-SIZE,2.0,4,M6,X,7.2,166
MAZDA,MINIVAN,2.5,4,AS5,X,9.7,223
MAZDA,MINIVAN,2.5,4,M6,X,9.8,225
MAZDA,MID-SIZE,2.5,4,AS6,X,7.6,175
MAZDA,MID-SIZE,2.5,4,M6,X,8.1,186
MAZDA,MID-SIZE,2.5,4,AS6,X,7.3,168
MAZDA,TWO-SEATER,2.0,4,AS6,Z,10.2,235
MAZDA,TWO-SEATER,2.0,4,M5,Z,9.6,221
MAZDA,TWO-SEATER,2.0,4,M6,Z,9.9,228
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,AS7,Z,8.0,184
MERCEDES-BENZ,COMPACT,1.8,4,AS7,Z,9.4,216
MERCEDES-BENZ,SUBCOMPACT,1.8,4,AS7,Z,9.4,216
MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,10.5,242
MERCEDES-BENZ,COMPACT,3.5,6,AS7,E,14.0,224
MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,10.5,242
MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,10.4,239
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.6,244
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.5,242
MERCEDES-BENZ,COMPACT,6.2,8,AS7,Z,15.1,347
MERCEDES-BENZ,SUBCOMPACT,6.2,8,AS7,Z,15.3,352
MERCEDES-BENZ,COMPACT,4.7,8,AS7,Z,13.2,304
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.4,308
MERCEDES-BENZ,COMPACT,2.0,4,AS7,Z,7.8,179
MERCEDES-BENZ,COMPACT,2.0,4,AS7,Z,9.2,212
MERCEDES-BENZ,COMPACT,4.7,8,AS7,Z,11.5,264
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.1,301
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.1,301
MERCEDES-BENZ,MID-SIZE,2.1,4,AS7,D,7.2,194
MERCEDES-BENZ,MID-SIZE,3.5,6,AS7,Z,10.2,235
MERCEDES-BENZ,MID-SIZE,3.5,6,AS7,Z,10.0,230
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.4,239
MERCEDES-BENZ,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,10.5,242
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.4,239
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.2,235
MERCEDES-BENZ,MID-SIZE,3.5,6,AS7,Z,8.8,202
MERCEDES-BENZ,MID-SIZE,4.7,8,AS7,Z,11.6,267
MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS7,Z,11.7,269
MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS7,Z,11.4,262
MERCEDES-BENZ,MID-SIZE,5.5,8,AS7,Z,12.9,297
MERCEDES-BENZ,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,13.5,310
MERCEDES-BENZ,MID-SIZE,5.5,8,AS7,Z,12.9,297
MERCEDES-BENZ,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,13.5,310
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,18.2,419
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,17.7,407
MERCEDES-BENZ,SUV - STANDARD,3.0,6,AS7,D,12.0,324
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS7,Z,15.2,350
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS7,Z,15.6,359
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,15.8,363
MERCEDES-BENZ,SUV - SMALL,2.1,4,AS7,D,8.5,230
MERCEDES-BENZ,SUV - SMALL,3.5,6,AS7,Z,11.3,260
MERCEDES-BENZ,SUV - STANDARD,3.5,6,AS7,Z,12.1,278
MERCEDES-BENZ,SUV - STANDARD,3.5,6,AS7,E,16.0,256
MERCEDES-BENZ,SUV - STANDARD,3.0,6,AS7,D,10.3,278
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS7,Z,14.2,327
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,15.5,356
MERCEDES-BENZ,FULL-SIZE,4.7,8,AS7,Z,12.1,278
MERCEDES-BENZ,FULL-SIZE,4.7,8,AS7,Z,12.0,276
MERCEDES-BENZ,FULL-SIZE,5.5,8,AS7,Z,13.2,304
MERCEDES-BENZ,TWO-SEATER,4.7,8,AS7,Z,11.7,269
MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,12.7,292
MERCEDES-BENZ,TWO-SEATER,6.0,8,AS7,Z,14.2,327
MERCEDES-BENZ,TWO-SEATER,1.8,4,AS7,Z,8.9,205
MERCEDES-BENZ,TWO-SEATER,1.8,4,M6,Z,9.0,207
MERCEDES-BENZ,TWO-SEATER,3.5,6,AS7,Z,9.8,225
MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,10.7,246
MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,16.5,380
MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,15.7,361
MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,15.7,361
MINI,SUBCOMPACT,1.6,4,A6,Z,7.8,179
MINI,SUBCOMPACT,1.6,4,M6,Z,7.8,179
MINI,MINICOMPACT,1.6,4,A6,Z,7.8,179
MINI,MINICOMPACT,1.6,4,M6,Z,7.8,179
MINI,COMPACT,1.6,4,A6,Z,8.7,200
MINI,COMPACT,1.6,4,M6,Z,7.8,179
MINI,TWO-SEATER,1.6,4,A6,Z,7.6,175
MINI,TWO-SEATER,1.6,4,M6,Z,7.3,168
MINI,COMPACT,1.6,4,A6,Z,8.7,200
MINI,COMPACT,1.6,4,M6,Z,7.8,179
MINI,TWO-SEATER,1.6,4,A6,Z,7.8,179
MINI,TWO-SEATER,1.6,4,M6,Z,7.8,179
MINI,SUBCOMPACT,1.6,4,A6,Z,8.3,191
MINI,SUBCOMPACT,1.6,4,M6,Z,8.0,184
MINI,MINICOMPACT,1.6,4,A6,Z,8.3,191
MINI,MINICOMPACT,1.6,4,M6,Z,8.0,184
MINI,COMPACT,1.6,4,A6,Z,9.0,207
MINI,COMPACT,1.6,4,M6,Z,8.5,196
MINI,TWO-SEATER,1.6,4,A6,Z,8.3,191
MINI,TWO-SEATER,1.6,4,M6,Z,8.0,184
MINI,COMPACT,1.6,4,A6,Z,9.0,207
MINI,COMPACT,1.6,4,M6,Z,8.5,196
MINI,TWO-SEATER,1.6,4,A6,Z,8.3,191
MINI,TWO-SEATER,1.6,4,M6,Z,8.0,184
MINI,SUBCOMPACT,1.6,4,A6,Z,8.3,191
MINI,SUBCOMPACT,1.6,4,M6,Z,8.0,184
MINI,MINICOMPACT,1.6,4,A6,Z,8.3,191
MINI,MINICOMPACT,1.6,4,M6,Z,8.0,184
MINI,COMPACT,1.6,4,A6,Z,9.0,207
MINI,COMPACT,1.6,4,M6,Z,8.5,196
MINI,TWO-SEATER,1.6,4,A6,Z,8.3,191
MINI,TWO-SEATER,1.6,4,M6,Z,8.0,184
MINI,COMPACT,1.6,4,A6,Z,9.0,207
MINI,COMPACT,1.6,4,M6,Z,8.5,196
MINI,TWO-SEATER,1.6,4,A6,Z,8.3,191
MINI,TWO-SEATER,1.6,4,M6,Z,8.0,184
MITSUBISHI,COMPACT,2.0,4,AV6,X,8.2,189
MITSUBISHI,COMPACT,2.0,4,M5,X,8.3,191
MITSUBISHI,COMPACT,2.4,4,AV6,X,9.5,218
MITSUBISHI,COMPACT,2.0,4,AM6,Z,12.5,288
MITSUBISHI,COMPACT,2.0,4,M5,Z,12.3,283
MITSUBISHI,COMPACT,2.0,4,AM6,Z,11.6,267
MITSUBISHI,STATION WAGON - SMALL,2.0,4,AV6,X,8.6,198
MITSUBISHI,STATION WAGON - SMALL,2.0,4,M5,X,8.6,198
MITSUBISHI,COMPACT,1.2,3,AV,X,6.0,138
MITSUBISHI,COMPACT,1.2,3,M5,X,6.4,147
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,8.6,198
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,9.1,209
MITSUBISHI,SUV - SMALL,3.0,6,AS6,Z,10.2,235
MITSUBISHI,SUV - SMALL,2.0,4,AV6,X,8.7,200
MITSUBISHI,SUV - SMALL,2.0,4,M5,X,8.8,202
MITSUBISHI,SUV - SMALL,2.0,4,AV6,X,9.0,207
NISSAN,TWO-SEATER,3.7,6,AS7,Z,11.0,253
NISSAN,TWO-SEATER,3.7,6,M6,Z,11.5,264
NISSAN,TWO-SEATER,3.7,6,AS7,Z,11.4,262
NISSAN,TWO-SEATER,3.7,6,M6,Z,11.7,269
NISSAN,MID-SIZE,2.5,4,AV,X,7.6,175
