make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions
CHRYSLER,300,FULL-SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
CHRYSLER,TOWN & COUNTRY,MINIVAN,3.6,6,A6,X,14.1,9.5,12.0,24,276
CHRYSLER,TOWN & COUNTRY,MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17,269
DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29,225
DODGE,AVENGER,MID-SIZE,2.4,4,A6,X,12.0,7.6,10.0,28,230
DODGE,AVENGER,MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27,242
DODGE,AVENGER,MID-SIZE,3.6,6,A6,E,17.0,11.2,14.4,20,230
DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10.0,13.1,22,301
DODGE,CHALLENGER,MID-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,320
DODGE,CHALLENGER,MID-SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237
DODGE,CHARGER,FULL-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
DODGE,CHARGER,FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,308
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,237
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,E,18.3,12.6,15.7,18,251
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.3,7.6,10.2,28,235
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,222
DODGE,CHARGER,FULL-SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
DODGE,DART,MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35,186
DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,198
DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,32,202
DODGE,DART,MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33,198
DODGE,DART,MID-SIZE,2.0,4,A6,E,14.2,9.8,12.2,23,195
DODGE,DART,MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2,31,212
DODGE,DART,MID-SIZE,2.4,4,M6,X,10.2,7.0,8.8,32,202
DODGE,DART,MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3,39,168
DODGE,DART,MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3,39,168
DODGE,DURANGO,SUV - STANDARD,5.7,8,A8,X,17.3,10.8,14.4,20,331
DODGE,DURANGO,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
DODGE,DURANGO,SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18,250
DODGE,CARAVAN,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,271
DODGE,CARAVAN,MINIVAN,3.6,6,A6,E,19.2,13.1,16.5,17,264
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25,255
DODGE,JOURNEY,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,285
DODGE,JOURNEY,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.0,24,276
DODGE,JOURNEY,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,259
FIAT,500,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
FIAT,500,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
FIAT,500,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
FIAT,500,MINICOMPACT,1.4,4,M5,X,7.9,6.3,7.2,39,166
FIAT,500,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
FIAT,500,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
FIAT,500,MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8,42,156
FIAT,500,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
FIAT,500L,STATION WAGON - SMALL,1.4,4,AM6,X,10.0,7.2,8.7,32,200
FIAT,500L,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.2,8.4,34,193
FORD,C-MAX,FULL-SIZE,2.0,4,AV,X,5.6,6.4,6.0,47,138
FORD,E150,VAN - CARGO,4.6,8,A4,X,17.7,14.4,16.2,17,373
FORD,E150,VAN - CARGO,4.6,8,A4,E,24.1,19.2,21.9,13,350
FORD,E150,VAN - CARGO,5.4,8,A4,X,19.3,14.7,17.2,16,396
FORD,E150,VAN - CARGO,5.4,8,A4,E,24.9,19.6,22.5,13,360
FORD,E150,VAN - PASSENGER,4.6,8,A4,X,18.6,14.6,16.8,17,386
FORD,E150,VAN - PASSENGER,4.6,8,A4,E,25.5,20.0,23.0,12,368
FORD,E350,VAN - PASSENGER,6.8,10,A5,X,23.9,17.8,21.2,13,488
FORD,E350,VAN - PASSENGER,5.4,8,A4,X,20.6,15.5,18.3,15,421
FORD,E350,VAN - PASSENGER,5.4,8,A4,E,26.7,20.5,23.9,12,382
FORD,EDGE,SUV - SMALL,2.0,4,A6,X,11.3,7.9,9.8,29,225
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,12.6,8.7,10.8,26,248
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.3,9.3,11.5,25,264
FORD,EDGE,SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,7.4,9.1,31,209
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,10.9,8.0,9.6,29,221
FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.5,9.4,30,216
FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.5,7.9,9.3,30,214
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,11.2,8.5,10.0,28,230
FORD,EXPEDITION,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16.0,18,368
FORD,EXPEDITION,SUV - STANDARD,5.4,8,A6,E,24.5,18.0,21.6,13,346
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,11.8,8.3,10.2,28,235
FORD,EXPLORER,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,299
FORD,EXPLORER,SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,11.9,24,274
FORD,EXPLORER,SUV - STANDARD,3.5,6,AS6,E,18.3,12.9,15.9,18,254
FORD,EXPLORER,SUV - STANDARD,3.5,6,AS6,X,14.3,10.3,12.5,23,288
FORD,EXPLORER,SUV - STANDARD,3.5,6,AS6,E,18.9,13.9,16.7,17,267
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.5,10.6,12.7,22,292
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.6,10.6,12.8,22,294
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,12.9,15.9,18,366
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,15.9,11.3,13.8,20,317
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.4,11.0,13.4,21,308
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.1,14.4,17.5,16,402
FORD,F-150,PICKUP TRUCK - STANDARD,3.7,6,A6,X,14.0,10.3,12.3,23,283
FORD,F-150,PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.8,13.7,16.5,17,264
FORD,F-150,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,14.0,10.3,12.3,23,283
FORD,F-150,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.8,13.7,16.5,17,264
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,A6,X,16.4,12.3,14.6,19,336
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,A6,E,22.1,16.7,19.7,14,315
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.4,12.3,14.6,19,336
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,22.1,16.7,19.7,14,315
FORD,F-150,PICKUP TRUCK - STANDARD,3.7,6,A6,X,15.0,11.4,13.4,21,308
FORD,F-150,PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,15.3,18.0,16,288
FORD,F-150,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15.0,11.4,13.4,21,308
FORD,F-150,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,20.2,15.3,18.0,16,288
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,A6,X,16.8,12.6,14.9,19,343
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,A6,E,22.4,17.0,20.0,14,320
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.7,12.5,14.8,19,340
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,22.4,16.9,19.9,14,318
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.4,15.0,18.0,16,414
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,7.6,37,175
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37,175
FORD,FIESTA,SUBCOMPACT,1.0,4,M5,X,7.5,5.5,6.6,43,152
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.0,5.8,7.0,40,161
FORD,FIESTA,COMPACT,1.6,4,M6,X,8.9,6.8,8.0,35,184
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.2,9.4,11.5,25,264
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.7,10.2,12.1,23,278
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
FORD,FOCUS,COMPACT,2.0,4,M6,X,10.2,7.4,8.9,32,205
FORD,FOCUS,COMPACT,2.0,4,A6,X,8.8,6.4,7.7,37,177
FORD,FOCUS,COMPACT,2.0,4,A6,E,11.7,8.5,10.3,27,165
FORD,FOCUS,COMPACT,2.0,4,AS6,X,8.9,6.4,7.8,36,179
FORD,FOCUS,COMPACT,2.0,4,AS6,E,11.7,8.5,10.3,27,165
FORD,FOCUS,COMPACT,2.0,4,M5,X,9.1,6.6,8.0,35,184
FORD,FOCUS,COMPACT,2.0,4,M5,E,11.9,8.9,10.6,27,170
FORD,FOCUS,COMPACT,2.0,4,A6,X,8.4,5.8,7.2,39,166
FORD,FOCUS,COMPACT,2.0,4,A6,E,11.6,8.3,10.1,28,162
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.1,6.6,8.5,33,196
FORD,FUSION,MID-SIZE,1.6,4,M6,X,9.4,6.4,8.1,35,186
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.5,7.1,9.0,31,207
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,7.0,8.9,32,205
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,9.5,6.3,8.1,35,186
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.9,7.5,9.4,30,216
FORD,FUSION,MID-SIZE,2.0,4,AV,X,5.3,5.7,5.5,51,126
FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,12.1,7.8,10.2,28,235
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,12.7,8.1,10.6,27,244
FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,X,13.3,9.3,11.5,25,264
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.4,9.4,12.7,22,292
FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,15.9,9.9,13.2,21,304
FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,12.5,8.2,10.6,27,244
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,10.5,7.3,9.1,31,209
FORD,TAURUS,FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
FORD,TAURUS,FULL-SIZE,3.5,6,AS6,X,12.1,8.1,10.3,27,237
FORD,TAURUS,FULL-SIZE,3.5,6,AS6,E,17.0,11.1,14.3,20,229
FORD,TAURUS,FULL-SIZE,3.5,6,AS6,X,13.0,9.1,11.2,25,258
FORD,TAURUS,FULL-SIZE,3.5,6,AS6,E,18.4,12.5,15.7,18,251
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8.0,9.5,30,218
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9,29,228
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,11.5,8.3,10.1,28,232
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.5,10.4,27,239
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.3,9.9,12.3,23,283
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.9,10.4,12.9,22,297
GMC,SAVANA,VAN - CARGO,4.3,6,A4,X,17.1,12.7,15.1,19,347
GMC,SAVANA,VAN - CARGO,5.3,8,A4,X,18.0,13.4,15.9,18,366
GMC,SAVANA,VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9,14,334
GMC,SAVANA,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
GMC,SAVANA,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13,344
GMC,SAVANA,VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17,380
GMC,SAVANA,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13,344
GMC,SAVANA,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
GMC,SAVANA,VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6,12,362
GMC,SAVANA,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17,380
GMC,SAVANA,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13,344
GMC,SAVANA,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17,380
GMC,SAVANA,VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12,362
GMC,SAVANA,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16,414
GMC,SAVANA,VAN - PASSENGER,6.0,8,A6,X,21.9,15.0,18.8,15,432
GMC,SAVANA,VAN - PASSENGER,6.0,8,A6,E,30.0,20.4,25.7,11,411
GMC,SAVANA,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16,419
GMC,SAVANA,VAN - PASSENGER,6.0,8,A6,X,22.1,15.0,18.9,15,435
GMC,SAVANA,VAN - PASSENGER,6.0,8,A6,E,30.2,20.5,25.8,11,413
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24,271
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17,269
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20,324
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22,290
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.0,15.1,17.8,16,285
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13.0,22,299
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16,277
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20,329
GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,12.0,24,276
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259
GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17.0,17,272
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON,SUV - STANDARD,6.2,8,A6,Z,17.0,11.8,14.7,19,338
GMC,YUKON,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14,322
GMC,YUKON,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377
GMC,YUKON,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13,354
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9.0,6.6,7.9,36,182
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.9,8.1,35,186
HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7,32,200
HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11.0,6.8,9.1,31,209
HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221
HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13.0,8.4,10.9,26,251
HONDA,ACCORD,MID-SIZE,2.0,4,AV,X,4.7,4.9,4.8,59,110
HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6.0,7.0,40,161
HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.5,6.6,7.6,37,175
HONDA,CROSSTOUR,SUV - SMALL,3.5,6,A6,X,12.5,8.5,10.7,26,246
HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209
HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.6,7.9,9.4,30,216
HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6.0,6.3,45,145
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38,172
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.9,7.7,37,177
HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244
HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,265
HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.9,9.7,12.0,24,276
HONDA,RIDGELINE,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.4,21,308
HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,8.8,6.3,7.7,37,177
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,A6,X,9.8,7.2,8.6,33,198
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,A8,Z,15.7,10.2,13.2,21,304
HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13.0,8.7,11.1,25,255
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13.0,9.1,11.2,25,258
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13.3,9.5,11.6,24,267
HYUNDAI,SANTA FE,SUV - SMALL,2.4,4,A6,X,11.6,8.7,10.3,27,237
HYUNDAI,SANTA FE,SUV - SMALL,2.0,4,A6,X,12.9,9.7,11.5,25,264
HYUNDAI,SANTA FE,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255
HYUNDAI,SONATA,FULL-SIZE,2.0,4,A6,X,11.4,7.5,9.6,29,221
HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7.0,8.5,33,196
HYUNDAI,SONATA,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
HYUNDAI,SONATA,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,X,10.2,8.2,9.3,30,214
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,X,11.4,8.6,10.1,28,232
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,8.3,10.0,28,230
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,X,11.4,9.3,10.5,27,242
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8.0,35,184
HYUNDAI,VELOSTER,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12.0,8.0,10.2,28,235
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26,248
INFINITI,Q50,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172
INFINITI,Q50,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269
INFINITI,Q60,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283
INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25,255
INFINITI,Q60,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24,267
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26,253
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23,283
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,15.0,10.2,12.8,22,294
INFINITI,Q70,MID-SIZE,3.5,6,AS7,Z,8.0,7.0,7.6,37,175
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24,271
INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,9.0,10.6,27,244
INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11.0,26,253
INFINITI,QX60,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196
INFINITI,QX70,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294
INFINITI,QX70,SUV - SMALL,5.0,8,AS7,Z,16.6,11.9,14.5,19,334
INFINITI,QX80,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15.0,19,345
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,AS8,Z,11.8,8.4,10.3,27,237
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,AS8,Z,12.2,8.7,10.6,27,244
JAGUAR,F-TYPE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,294
JAGUAR,XF,MID-SIZE,2.0,4,AS8,Z,12.3,8.2,10.5,27,242
JAGUAR,XF,MID-SIZE,3.0,6,AS8,Z,14.7,9.1,12.2,23,281
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16,290
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
JAGUAR,XJ,FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.4,23,285
JAGUAR,XJ,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,XJ,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280
JAGUAR,XJL,FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.4,23,285
JAGUAR,XJL,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,XJL,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,XK,MINICOMPACT,5.0,8,AS6,Z,15.1,10.6,13.1,22,301
JAGUAR,XK,MINICOMPACT,5.0,8,AS6,Z,14.8,9.9,12.6,22,290
JAGUAR,XKR,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315
JAGUAR,XKR,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
JAGUAR,XKR,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315
JAGUAR,XKR,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.5,9.1,11.0,26,253
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228
JEEP,COMPASS,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225
