make,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions
FORD,DT,3.7,6,AS,E,18.8,13.7,16.5,17,264
FORD,DT,5.0,8,A,X,16.4,12.3,14.6,19,336
FORD,DT,5.0,8,A,E,22.1,16.7,19.7,14,315
FORD,DT,5.0,8,AS,X,16.4,12.3,14.6,19,336
FORD,DT,5.0,8,AS,E,22.1,16.7,19.7,14,315
FORD,DT,3.7,6,A,X,15.0,11.4,13.4,21,308
FORD,DT,3.7,6,A,E,20.2,15.3,18.0,16,288
FORD,DT,3.7,6,AS,X,15.0,11.4,13.4,21,308
FORD,DT,3.7,6,AS,E,20.2,15.3,18.0,16,288
FORD,DT,5.0,8,A,X,16.8,12.6,14.9,19,343
FORD,DT,5.0,8,A,E,22.4,17.0,20.0,14,320
FORD,DT,5.0,8,AS,X,16.7,12.5,14.8,19,340
FORD,DT,5.0,8,AS,E,22.4,16.9,19.9,14,318
FORD,DT,6.2,8,AS,X,20.4,15.0,18.0,16,414
FORD,UDV,1.6,4,AS,X,8.5,6.5,7.6,37,175
FORD,UDV,1.6,4,M,X,8.6,6.4,7.6,37,175
FORD,UDV,1.0,4,M,X,7.5,5.5,6.6,43,152
FORD,UDV,1.6,4,AS,X,8.0,5.8,7.0,40,161
FORD,UDV,1.6,4,M,X,8.9,6.8,8.0,35,184
FORD,SDV,3.5,6,AS,X,13.2,9.4,11.5,25,264
FORD,SDV,3.5,6,AS,X,13.7,10.2,12.1,23,278
FORD,SDV,3.5,6,AS,X,14.8,10.4,12.8,22,294
FORD,UDV,2.0,4,M,X,10.2,7.4,8.9,32,205
FORD,UDV,2.0,4,A,X,8.8,6.4,7.7,37,177
FORD,UDV,2.0,4,A,E,11.7,8.5,10.3,27,165
FORD,UDV,2.0,4,AS,X,8.9,6.4,7.8,36,179
FORD,UDV,2.0,4,AS,E,11.7,8.5,10.3,27,165
FORD,UDV,2.0,4,M,X,9.1,6.6,8.0,35,184
FORD,UDV,2.0,4,M,E,11.9,8.9,10.6,27,170
FORD,UDV,2.0,4,A,X,8.4,5.8,7.2,39,166
FORD,UDV,2.0,4,A,E,11.6,8.3,10.1,28,162
FORD,SDV,1.5,4,AS,X,10.1,6.6,8.5,33,196
FORD,SDV,1.6,4,M,X,9.4,6.4,8.1,35,186
FORD,SDV,2.0,4,AS,X,10.5,7.1,9.0,31,207
FORD,SDV,2.5,4,AS,X,10.5,7.0,8.9,32,205
FORD,SDV,1.5,4,AS,X,9.5,6.3,8.1,35,186
FORD,SDV,2.0,4,AS,X,10.9,7.5,9.4,30,216
FORD,SDV,2.0,4,AV,X,5.3,5.7,5.5,51,126
FORD,UDV,3.7,6,A,X,12.1,7.8,10.2,28,235
FORD,UDV,3.7,6,M,X,12.7,8.1,10.6,27,244
FORD,UDV,5.0,8,A,X,13.3,9.3,11.5,25,264
FORD,UDV,5.0,8,M,X,15.4,9.4,12.7,22,292
FORD,UDV,5.8,8,M,Z,15.9,9.9,13.2,21,304
FORD,UDV,3.7,6,A,X,12.5,8.2,10.6,27,244
FORD,SDV,2.0,4,AS,X,10.5,7.3,9.1,31,209
FORD,SDV,3.5,6,AS,X,13.7,9.4,11.8,24,271
FORD,SDV,3.5,6,AS,X,12.1,8.1,10.3,27,237
FORD,SDV,3.5,6,AS,E,17.0,11.1,14.3,20,229
FORD,SDV,3.5,6,AS,X,13.0,9.1,11.2,25,258
FORD,SDV,3.5,6,AS,E,18.4,12.5,15.7,18,251
FORD,SV,1.6,4,AS,X,10.8,8.0,9.5,30,218
FORD,SV,2.5,4,AS,X,11.3,8.2,9.9,29,228
FORD,SV,1.6,4,AS,X,11.5,8.3,10.1,28,232
FORD,SV,2.5,4,AS,X,11.9,8.5,10.4,27,239
GMC,SDV,3.6,6,A,X,14.3,9.9,12.3,23,283
GMC,SDV,3.6,6,A,X,14.9,10.4,12.9,22,297
GMC,CDV,4.3,6,A,X,17.1,12.7,15.1,19,347
GMC,CDV,5.3,8,A,X,18.0,13.4,15.9,18,366
GMC,CDV,5.3,8,A,E,23.5,17.7,20.9,14,334
GMC,CDV,5.3,8,A,X,18.3,14.2,16.5,17,380
GMC,CDV,5.3,8,A,E,23.7,18.8,21.5,13,344
GMC,CDV,5.3,8,A,X,18.6,13.9,16.5,17,380
GMC,CDV,5.3,8,A,E,23.9,18.5,21.5,13,344
GMC,CDV,5.3,8,A,X,18.3,14.2,16.5,17,380
GMC,CDV,5.3,8,A,E,25.3,19.3,22.6,12,362
GMC,CDV,5.3,8,A,X,18.6,13.9,16.5,17,380
GMC,CDV,5.3,8,A,E,23.9,18.5,21.5,13,344
GMC,CDV,5.3,8,A,X,18.3,14.2,16.5,17,380
GMC,CDV,5.3,8,A,E,25.3,19.3,22.6,12,362
GMC,CDV,4.8,8,A,X,21.1,14.2,18.0,16,414
GMC,CDV,6.0,8,A,X,21.9,15.0,18.8,15,432
GMC,CDV,6.0,8,A,E,30.0,20.4,25.7,11,411
GMC,CDV,4.8,8,A,X,21.3,14.3,18.2,16,419
GMC,CDV,6.0,8,A,X,22.1,15.0,18.9,15,435
GMC,CDV,6.0,8,A,E,30.2,20.5,25.8,11,413
GMC,DT,4.3,6,A,X,13.4,9.9,11.8,24,271
GMC,DT,4.3,6,A,E,18.9,14.2,16.8,17,269
GMC,DT,5.3,8,A,X,14.6,10.3,12.7,22,292
GMC,DT,5.3,8,A,E,19.5,13.7,16.9,17,270
GMC,DT,6.2,8,A,Z,16.3,11.4,14.1,20,324
GMC,DT,4.3,6,A,X,14.2,10.6,12.6,22,290
GMC,DT,4.3,6,A,E,20.0,15.1,17.8,16,285
GMC,DT,5.3,8,A,X,14.9,10.6,13.0,22,299
GMC,DT,5.3,8,A,E,19.9,14.2,17.3,16,277
GMC,DT,6.2,8,A,Z,16.4,11.7,14.3,20,329
GMC,UDV,2.4,4,A,X,10.5,7.3,9.1,31,209
GMC,UDV,3.6,6,A,X,13.9,9.6,12.0,24,276
GMC,UDV,3.6,6,A,E,18.8,13.1,16.2,17,259
GMC,UDV,2.4,4,A,X,11.5,8.2,10.0,28,230
GMC,UDV,3.6,6,A,X,14.8,9.9,12.6,22,290
GMC,UDV,3.6,6,A,E,19.8,13.6,17.0,17,272
GMC,SDV,5.3,8,A,X,16.0,11.1,13.8,20,317
GMC,SDV,5.3,8,A,E,21.5,14.6,18.4,15,294
GMC,SDV,5.3,8,A,X,16.0,11.1,13.8,20,317
GMC,SDV,5.3,8,A,E,21.5,14.6,18.4,15,294
GMC,SDV,6.2,8,A,Z,17.0,11.8,14.7,19,338
GMC,SDV,6.2,8,A,E,23.3,16.1,20.1,14,322
GMC,SDV,6.2,8,A,Z,18.8,13.4,16.4,17,377
GMC,SDV,6.2,8,A,E,25.7,17.8,22.1,13,354
GMC,SDV,5.3,8,A,X,16.0,11.1,13.8,20,317
GMC,SDV,5.3,8,A,E,21.5,14.6,18.4,15,294
GMC,SDV,5.3,8,A,X,16.0,11.1,13.8,20,317
GMC,SDV,5.3,8,A,E,21.5,14.6,18.4,15,294
HONDA,SDV,2.4,4,AV,X,9.0,6.6,7.9,36,182
HONDA,SDV,2.4,4,AV,X,9.1,6.9,8.1,35,186
HONDA,SDV,2.4,4,M,X,10.1,6.9,8.7,32,200
HONDA,SDV,3.5,6,A,X,11.0,6.8,9.1,31,209
HONDA,SDV,3.5,6,AS,X,11.4,7.3,9.6,29,221
HONDA,SDV,3.5,6,M,X,13.0,8.4,10.9,26,251
HONDA,SDV,2.0,4,AV,X,4.7,4.9,4.8,59,110
HONDA,UDV,1.8,4,AV,X,7.9,6.0,7.0,40,161
HONDA,UDV,1.8,4,AV,X,8.1,6.2,7.2,39,166
HONDA,UDV,1.8,4,M,X,8.5,6.6,7.6,37,175
HONDA,UDV,3.5,6,A,X,12.5,8.5,10.7,26,246
HONDA,UDV,2.4,4,A,X,10.3,7.6,9.1,31,209
HONDA,UDV,2.4,4,A,X,10.6,7.9,9.4,30,216
HONDA,UDV,1.5,4,AV,X,6.6,6.0,6.3,45,145
HONDA,UDV,1.5,4,M,X,7.6,6.1,6.9,41,159
HONDA,SV,1.5,4,A,X,8.3,6.5,7.5,38,172
HONDA,SV,1.5,4,M,X,8.3,6.9,7.7,37,177
HONDA,CDV,3.5,6,A,X,12.3,8.5,10.6,27,244
HONDA,UDV,3.5,6,A,X,13.3,9.3,11.5,25,265
HONDA,UDV,3.5,6,A,X,13.9,9.7,12.0,24,276
HONDA,DT,3.5,6,A,X,15.2,11.3,13.4,21,308
HYUNDAI,UDV,1.6,4,A,X,8.8,6.3,7.7,37,177
HYUNDAI,UDV,1.6,4,M,X,8.7,6.4,7.7,37,177
HYUNDAI,SDV,2.0,4,A,X,9.8,7.2,8.6,33,198
HYUNDAI,SDV,2.0,4,M,X,9.8,7.0,8.5,33,196
HYUNDAI,SDV,5.0,8,A,Z,15.7,10.2,13.2,21,304
HYUNDAI,SDV,3.8,6,A,X,13.0,8.7,11.1,25,255
HYUNDAI,UDV,3.3,6,A,X,13.0,9.1,11.2,25,258
HYUNDAI,UDV,3.3,6,A,X,13.3,9.5,11.6,24,267
HYUNDAI,UDV,2.4,4,A,X,11.6,8.7,10.3,27,237
HYUNDAI,UDV,2.0,4,A,X,12.9,9.7,11.5,25,264
HYUNDAI,UDV,2.4,4,A,X,12.5,9.4,11.1,25,255
HYUNDAI,SDV,2.0,4,A,X,11.4,7.5,9.6,29,221
HYUNDAI,SDV,2.4,4,A,X,9.8,7.0,8.5,33,196
HYUNDAI,SDV,2.4,4,AS,X,6.5,5.9,6.2,46,143
HYUNDAI,SDV,2.4,4,AS,X,6.6,5.9,6.3,45,145
HYUNDAI,UDV,2.0,4,A,X,10.2,8.2,9.3,30,214
HYUNDAI,UDV,2.0,4,M,X,11.4,8.6,10.1,28,232
HYUNDAI,UDV,2.4,4,A,X,11.3,8.3,10.0,28,230
HYUNDAI,UDV,2.0,4,A,X,11.4,9.3,10.5,27,242
HYUNDAI,UDV,2.4,4,A,X,11.6,9.3,10.6,27,244
HYUNDAI,UDV,1.6,4,AM,X,8.6,6.6,7.7,37,177
HYUNDAI,UDV,1.6,4,M,X,9.1,6.7,8.0,35,184
HYUNDAI,UDV,1.6,4,A,X,9.9,7.5,8.8,32,202
HYUNDAI,UDV,1.6,4,M,X,9.7,7.1,8.5,33,196
INFINITI,SDV,3.7,6,AS,Z,12.0,8.0,10.2,28,235
INFINITI,SDV,3.7,6,AS,Z,12.6,8.7,10.8,26,248
INFINITI,UDV,3.5,6,AS,Z,8.2,6.7,7.5,38,172
INFINITI,UDV,3.5,6,AS,Z,8.7,7.5,8.2,34,189
INFINITI,UDV,3.7,6,AS,Z,13.3,9.4,11.5,25,265
INFINITI,UDV,3.7,6,AS,Z,13.6,9.3,11.7,24,269
INFINITI,UDV,3.7,6,M,Z,14.3,9.8,12.3,23,283
INFINITI,UDV,3.7,6,AS,Z,12.9,8.9,11.1,25,255
INFINITI,UDV,3.7,6,M,Z,13.5,9.3,11.6,24,267
INFINITI,SDV,3.7,6,AS,Z,12.8,8.9,11.0,26,253
INFINITI,SDV,5.6,8,AS,Z,14.5,9.5,12.3,23,283
INFINITI,SDV,3.7,6,AS,Z,13.2,9.6,11.6,24,267
INFINITI,SDV,5.6,8,AS,Z,15.0,10.2,12.8,22,294
INFINITI,SDV,3.5,6,AS,Z,8.0,7.0,7.6,37,175
INFINITI,SV,3.7,6,AS,Z,13.6,9.6,11.8,24,271
INFINITI,UDV,3.5,6,AV,Z,11.9,9.0,10.6,27,244
INFINITI,UDV,3.5,6,AV,Z,12.3,9.3,11.0,26,253
INFINITI,SDV,2.5,4,AV,X,8.8,8.2,8.5,33,196
INFINITI,UDV,3.7,6,AS,Z,14.5,10.7,12.8,22,294
INFINITI,UDV,5.0,8,AS,Z,16.6,11.9,14.5,19,334
INFINITI,SDV,5.6,8,AS,Z,17.4,12.1,15.0,19,345
JAGUAR,UDV,3.0,6,AS,Z,11.8,8.4,10.3,27,237
JAGUAR,UDV,3.0,6,AS,Z,12.2,8.7,10.6,27,244
JAGUAR,UDV,5.0,8,AS,Z,15.0,10.2,12.8,22,294
JAGUAR,SDV,2.0,4,AS,Z,12.3,8.2,10.5,27,242
JAGUAR,SDV,3.0,6,AS,Z,14.7,9.1,12.2,23,281
JAGUAR,SDV,5.0,8,AS,Z,15.7,10.3,13.3,21,306
JAGUAR,SDV,5.0,8,AS,E,21.3,14.1,18.1,16,290
JAGUAR,SDV,5.0,8,AS,Z,15.7,10.3,13.3,21,306
JAGUAR,SDV,3.0,6,AS,Z,14.6,9.6,12.4,23,285
JAGUAR,SDV,5.0,8,AS,Z,15.8,10.2,13.3,21,306
JAGUAR,SDV,5.0,8,AS,E,20.6,13.6,17.5,16,280
JAGUAR,SDV,3.0,6,AS,Z,14.7,9.6,12.4,23,285
JAGUAR,SDV,5.0,8,AS,Z,15.8,10.2,13.3,21,306
JAGUAR,SDV,5.0,8,AS,E,20.6,13.6,17.5,16,280
JAGUAR,SDV,5.0,8,AS,Z,15.8,10.2,13.3,21,306
JAGUAR,SDV,5.0,8,AS,Z,15.8,10.2,13.3,21,306
JAGUAR,UDV,5.0,8,AS,Z,15.1,10.6,13.1,22,301
JAGUAR,UDV,5.0,8,AS,Z,14.8,9.9,12.6,22,290
JAGUAR,UDV,5.0,8,AS,Z,15.9,10.9,13.7,21,315
JAGUAR,UDV,5.0,8,AS,Z,15.6,10.9,13.5,21,310
JAGUAR,UDV,5.0,8,AS,Z,15.9,10.9,13.7,21,315
JAGUAR,UDV,5.0,8,AS,Z,15.6,10.9,13.5,21,310
JEEP,UDV,2.4,4,A,X,10.9,7.7,9.5,30,218
JEEP,UDV,3.2,6,A,X,12.3,8.3,10.5,27,242
JEEP,UDV,2.4,4,A,X,11.3,8.3,10.0,28,230
JEEP,UDV,3.2,6,A,X,12.5,8.8,10.8,26,248
JEEP,UDV,2.4,4,A,X,11.4,8.6,10.1,28,232
JEEP,UDV,3.2,6,A,X,12.5,9.1,11.0,26,253
JEEP,UDV,2.4,4,A,X,12.1,9.4,10.9,26,251
JEEP,UDV,3.2,6,A,X,13.4,9.5,11.6,24,267
JEEP,UDV,2.0,4,AV,X,10.7,8.8,9.9,29,228
JEEP,UDV,2.0,4,A,X,11.1,8.3,9.8,29,225
JEEP,UDV,2.0,4,M,X,10.2,7.8,9.1,31,209
JEEP,UDV,2.4,4,A,X,11.1,8.3,9.8,29,225
JEEP,UDV,2.4,4,M,X,10.3,8.3,9.4,30,216
JEEP,UDV,2.4,4,A,X,11.4,8.7,10.2,28,235
JEEP,UDV,2.4,4,M,X,10.3,8.4,9.4,30,216
JEEP,UDV,2.4,4,AV,X,11.7,10.3,11.1,25,255
JEEP,SDV,5.7,8,A,X,17.3,11.7,14.8,19,340
JEEP,SDV,3.0,6,A,D,11.2,8.4,9.9,29,267
JEEP,SDV,3.6,6,A,X,13.9,9.8,12.1,23,278
JEEP,SDV,3.6,6,A,E,17.7,13.0,15.6,18,250
JEEP,SDV,6.4,8,A,Z,18.5,12.6,15.8,18,363
JEEP,UDV,2.0,4,AV,X,10.7,8.8,9.9,29,228
JEEP,UDV,2.0,4,A,X,11.1,8.3,9.8,29,225
JEEP,UDV,2.0,4,M,X,10.2,7.8,9.1,31,209
JEEP,UDV,2.4,4,A,X,11.1,8.3,9.8,29,225
JEEP,UDV,2.4,4,M,X,10.3,8.3,9.4,30,216
JEEP,UDV,2.4,4,A,X,11.4,8.7,10.2,28,235
JEEP,UDV,2.4,4,M,X,10.3,8.4,9.4,30,216
JEEP,UDV,2.4,4,AV,X,11.7,10.3,11.1,25,255
JEEP,UDV,3.6,6,A,X,14.1,11.1,12.8,22,294
JEEP,UDV,3.6,6,M,X,14.2,11.0,12.8,22,294
JEEP,UDV,3.6,6,A,X,14.8,11.7,13.4,21,308
JEEP,UDV,3.6,6,M,X,15.0,11.4,13.4,21,308
KIA,SDV,3.3,6,A,X,12.7,8.8,10.9,26,251
KIA,SDV,1.8,4,A,X,9.6,6.6,8.3,34,191
KIA,SDV,1.8,4,M,X,9.3,6.4,8.0,35,184
KIA,SDV,2.0,4,A,X,9.8,6.6,8.4,34,193
KIA,SDV,2.0,4,M,X,9.7,6.8,8.4,34,193
KIA,SDV,1.6,4,A,X,11.1,8.0,9.7,29,223
KIA,SDV,1.6,4,M,X,11.1,8.2,9.8,29,225
KIA,SDV,2.0,4,A,X,9.7,6.8,8.4,34,193
KIA,SDV,2.0,4,M,X,9.8,7.0,8.5,33,196
KIA,UDV,1.6,4,A,X,10.6,7.9,9.4,30,216
KIA,UDV,1.6,4,M,X,10.8,8.1,9.6,29,221
KIA,UDV,2.0,4,A,X,9.6,7.0,8.4,34,193
KIA,UDV,2.0,4,M,X,9.8,7.2,8.6,33,198
KIA,SDV,2.0,4,A,X,11.7,7.6,9.9,29,228
KIA,SDV,2.4,4,A,X,10.2,6.8,8.7,32,200
KIA,SDV,2.4,4,AS,X,6.5,5.9,6.2,46,143
KIA,SDV,2.4,4,AS,X,6.7,6.0,6.4,44,147
KIA,UDV,1.6,4,A,X,8.7,6.3,7.6,37,175
KIA,UDV,1.6,4,M,X,8.7,6.4,7.7,37,177
KIA,UDV,1.6,4,A,X,8.5,6.4,7.6,37,175
KIA,SV,2.0,4,A,X,10.5,7.5,9.2,31,212
KIA,SV,2.0,4,M,X,10.8,7.4,9.3,30,214
KIA,CDV,3.5,6,A,X,13.7,9.9,12.0,24,276
KIA,UDV,2.4,4,A,X,11.8,8.5,10.3,27,237
KIA,UDV,3.3,6,A,X,12.9,9.5,11.4,25,262
KIA,UDV,2.4,4,A,X,12.3,9.3,11.0,26,253
KIA,UDV,3.3,6,A,X,13.4,9.9,11.8,24,271
KIA,SV,1.6,4,A,X,9.8,7.9,8.9,32,205
KIA,SV,1.6,4,M,X,9.9,7.8,9.0,31,207
KIA,SV,2.0,4,A,X,10.1,7.8,9.1,31,209
KIA,SV,2.0,4,A,X,9.7,7.8,8.8,32,202
KIA,UDV,2.4,4,A,X,11.4,8.3,10.0,28,230
KIA,UDV,2.4,4,M,X,12.9,9.3,11.3,25,260
KIA,UDV,2.0,4,A,X,12.7,9.7,11.4,25,262
KIA,UDV,2.4,4,A,X,12.0,9.1,10.7,26,246
LAMBORGHINI,UDV,6.5,12,A,Z,22.8,12.9,18.3,15,421
LAMBORGHINI,UDV,5.2,10,A,Z,18.0,12.8,15.7,18,361
LAMBORGHINI,UDV,5.2,10,M,Z,20.6,13.5,17.4,16,400
LAND ROVER,UDV,2.0,4,AS,Z,13.5,9.9,11.9,24,274
LAND ROVER,SDV,3.0,6,AS,Z,16.3,12.4,14.5,19,334
LAND ROVER,UDV,2.0,4,AS,Z,11.3,7.9,9.8,29,225
LAND ROVER,UDV,2.0,4,AS,Z,11.3,7.9,9.8,29,225
LAND ROVER,SDV,5.0,8,AS,Z,18.0,12.2,15.4,18,354
LAND ROVER,SDV,5.0,8,AS,Z,17.2,12.5,15.1,19,347
LAND ROVER,SDV,5.0,8,AS,E,25.0,16.9,21.4,13,342
LAND ROVER,SDV,3.0,6,AS,Z,14.2,10.2,12.4,23,285
LAND ROVER,SDV,3.0,6,AS,Z,14.2,10.2,12.4,23,285
LAND ROVER,SDV,3.0,6,AS,E,19.4,14.9,17.4,16,278
LAND ROVER,SDV,5.0,8,AS,Z,17.3,12.2,15.0,19,345
LAND ROVER,SDV,5.0,8,AS,Z,16.6,12.3,14.7,19,338
LAND ROVER,SDV,5.0,8,AS,E,24.0,16.6,20.7,14,331
LAND ROVER,SDV,3.0,6,AS,Z,14.1,10.1,12.3,23,283
LAND ROVER,SDV,3.0,6,AS,Z,14.1,10.1,12.3,23,283
LAND ROVER,SDV,3.0,6,AS,E,19.4,14.8,17.3,16,277
LAND ROVER,SDV,5.0,8,AS,Z,18.0,12.2,15.4,18,354
LAND ROVER,SDV,5.0,8,AS,Z,17.2,12.5,15.1,19,347
LAND ROVER,SDV,5.0,8,AS,E,25.0,16.9,21.4,13,342
LEXUS,UDV,1.8,4,AV,X,5.5,5.8,5.6,50,129
LEXUS,SDV,2.5,4,AV,X,5.8,6.2,6.0,47,138
LEXUS,SDV,3.5,6,AS,X,11.3,7.6,9.6,29,221
LEXUS,SDV,3.5,6,AS,Z,12.1,8.3,10.4,27,239
LEXUS,SDV,3.5,6,AS,Z,12.5,9.1,11.0,26,253
LEXUS,SDV,3.5,6,AV,Z,7.7,7.4,7.6,37,175
LEXUS,SDV,4.6,8,AS,Z,15.7,11.8,13.9,20,320
LEXUS,UDV,2.5,6,AS,Z,11.2,7.8,9.7,29,223
LEXUS,UDV,2.5,6,AS,Z,11.8,8.7,10.4,27,239
LEXUS,UDV,2.5,6,AS,Z,11.2,7.8,9.7,29,223
LEXUS,UDV,3.5,6,AS,Z,12.2,8.7,10.6,27,244
LEXUS,UDV,3.5,6,AS,Z,12.5,9.1,11.0,26,253
LEXUS,UDV,3.5,6,AS,Z,12.1,8.7,10.6,27,244
LEXUS,UDV,5.0,8,AS,Z,14.6,10.1,12.6,22,290
LEXUS,SDV,4.6,8,AS,Z,14.5,9.6,12.3,23,283
LEXUS,SDV,4.6,8,AS,Z,15.1,10.3,12.9,22,297
LEXUS,SDV,4.6,8,AS,Z,15.1,10.3,12.9,22,297
LEXUS,SDV,5.0,8,AV,Z,12.0,10.7,11.4,25,262
LEXUS,SDV,5.7,8,AS,Z,18.8,13.6,16.5,17,380
LEXUS,UDV,3.5,6,AS,X,13.3,9.8,11.7,24,269
LEXUS,UDV,3.5,6,AS,X,12.7,9.1,11.1,25,255
LEXUS,UDV,3.5,6,AV,Z,7.9,8.6,8.2,34,189
LINCOLN,SDV,3.5,6,AS,X,13.7,9.4,11.8,24,271
LINCOLN,SDV,3.7,6,AS,X,13.1,9.0,11.3,25,260
LINCOLN,SDV,3.5,6,AS,X,14.8,10.4,12.8,22,294
LINCOLN,SV,2.0,4,AS,X,11.5,8.5,10.2,28,235
LINCOLN,SV,3.7,6,A,X,14.0,9.9,12.2,23,281
LINCOLN,UDV,3.7,6,AS,X,13.7,10.4,12.2,23,281
LINCOLN,SDV,2.0,4,AS,X,10.5,7.1,9.0,31,207
LINCOLN,SDV,3.7,6,AS,X,13.1,9.3,11.4,25,262
LINCOLN,SDV,2.0,4,AV,X,6.2,6.4,6.3,45,145
LINCOLN,SDV,5.4,8,A,X,18.2,13.3,16.0,18,368
LINCOLN,SDV,5.4,8,A,E,24.5,18.0,21.6,13,346
MASERATI,SDV,3.0,6,AS,Z,15.2,9.6,12.7,22,292
MASERATI,SDV,3.0,6,AS,Z,15.2,9.6,12.7,22,292
MASERATI,UDV,4.7,8,AS,Z,18.2,11.4,15.1,19,347
MASERATI,UDV,4.7,8,AS,Z,18.2,11.7,15.3,18,352
MASERATI,SDV,3.8,8,AS,Z,17.6,10.7,14.5,19,334
MASERATI,SDV,3.0,6,AS,Z,15.9,9.7,13.1,22,301
MAZDA,UDV,2.0,4,AS,X,8.9,7.3,8.2,34,189
MAZDA,UDV,2.0,4,M,X,9.0,6.8,8.0,35,184
MAZDA,UDV,2.5,4,AS,X,9.6,7.4,8.6,33,198
MAZDA,UDV,2.0,4,AS,X,9.3,7.6,8.5,33,196
MAZDA,UDV,2.5,4,AS,X,9.8,7.9,8.9,32,205
MAZDA,UDV,3.7,6,AS,X,14.2,10.0,12.3,23,283
MAZDA,UDV,3.7,6,AS,X,14.3,10.6,12.6,22,290
MAZDA,UDV,1.5,4,A,X,8.4,6.9,7.7,37,177
MAZDA,UDV,1.5,4,M,X,8.0,6.7,7.4,38,170
MAZDA,UDV,2.0,4,AS,X,7.9,5.7,6.9,41,159
MAZDA,UDV,2.0,4,M,X,8.0,5.8,7.0,40,161
MAZDA,UDV,2.5,4,AS,X,8.4,6.1,7.4,38,170
MAZDA,UDV,2.5,4,AS,X,8.3,6.1,7.3,39,168
MAZDA,UDV,2.0,4,M,X,8.0,5.8,7.0,40,161
MAZDA,SDV,2.0,4,AS,X,8.0,5.9,7.1,40,163
MAZDA,SDV,2.0,4,M,X,8.2,5.9,7.2,39,166
MAZDA,SDV,2.5,4,AS,X,8.7,6.5,7.7,37,177
MAZDA,SDV,2.5,4,AS,X,8.2,6.1,7.3,39,168
MAZDA,SDV,2.0,4,M,X,8.2,5.9,7.2,39,166
MAZDA,CDV,2.5,4,AS,X,10.8,8.4,9.7,29,223
MAZDA,CDV,2.5,4,M,X,11.1,8.3,9.8,29,225
MAZDA,SDV,2.5,4,AS,X,8.8,6.2,7.6,37,175
MAZDA,SDV,2.5,4,M,X,9.4,6.4,8.1,35,186
MAZDA,SDV,2.5,4,AS,X,8.4,5.9,7.3,39,168
MAZDA,UDV,2.0,4,AS,Z,11.5,8.5,10.2,28,235
MAZDA,UDV,2.0,4,M,Z,10.5,8.5,9.6,29,221
MAZDA,UDV,2.0,4,M,Z,11.1,8.4,9.9,29,228
MERCEDES-BENZ,SV,2.0,4,AS,Z,9.2,6.6,8.0,35,184
MERCEDES-BENZ,UDV,1.8,4,AS,Z,10.9,7.5,9.4,30,216
MERCEDES-BENZ,UDV,1.8,4,AS,Z,11.0,7.4,9.4,30,216
MERCEDES-BENZ,UDV,3.5,6,AS,Z,12.2,8.5,10.5,27,242
MERCEDES-BENZ,UDV,3.5,6,AS,E,16.4,11.1,14.0,20,224
MERCEDES-BENZ,UDV,3.5,6,AS,Z,12.0,8.6,10.5,27,242
MERCEDES-BENZ,UDV,3.5,6,AS,Z,11.9,8.6,10.4,27,239
MERCEDES-BENZ,UDV,3.5,6,AS,Z,12.1,8.7,10.6,27,244
MERCEDES-BENZ,UDV,3.5,6,AS,Z,12.1,8.6,10.5,27,242
MERCEDES-BENZ,UDV,6.2,8,AS,Z,17.7,11.9,15.1,19,347
MERCEDES-BENZ,UDV,6.2,8,AS,Z,17.9,12.2,15.3,18,352
MERCEDES-BENZ,UDV,4.7,8,AS,Z,15.4,10.4,13.2,21,304
MERCEDES-BENZ,UDV,5.5,8,AS,Z,15.4,11.0,13.4,21,308
MERCEDES-BENZ,UDV,2.0,4,AS,Z,9.1,6.2,7.8,36,179
MERCEDES-BENZ,UDV,2.0,4,AS,Z,10.3,7.8,9.2,31,212
MERCEDES-BENZ,UDV,4.7,8,AS,Z,13.3,9.4,11.5,25,264
MERCEDES-BENZ,UDV,5.5,8,AS,Z,15.1,10.7,13.1,22,301
MERCEDES-BENZ,UDV,5.5,8,AS,Z,15.1,10.7,13.1,22,301
MERCEDES-BENZ,SDV,2.1,4,AS,D,8.5,5.7,7.2,39,194
MERCEDES-BENZ,SDV,3.5,6,AS,Z,11.8,8.2,10.2,28,235
MERCEDES-BENZ,SDV,3.5,6,AS,Z,11.6,8.1,10.0,28,230
MERCEDES-BENZ,UDV,3.5,6,AS,Z,11.9,8.5,10.4,27,239
MERCEDES-BENZ,SV,3.5,6,AS,Z,12.1,8.6,10.5,27,242
MERCEDES-BENZ,UDV,3.5,6,AS,Z,12.0,8.5,10.4,27,239
MERCEDES-BENZ,UDV,3.5,6,AS,Z,11.9,8.2,10.2,28,235
MERCEDES-BENZ,SDV,3.5,6,AS,Z,9.6,7.9,8.8,32,202
MERCEDES-BENZ,SDV,4.7,8,AS,Z,13.6,9.1,11.6,24,267
MERCEDES-BENZ,UDV,4.7,8,AS,Z,13.7,9.3,11.7,24,269
MERCEDES-BENZ,UDV,4.7,8,AS,Z,13.4,8.9,11.4,25,262
MERCEDES-BENZ,SDV,5.5,8,AS,Z,15.0,10.3,12.9,22,297
MERCEDES-BENZ,SV,5.5,8,AS,Z,15.5,11.0,13.5,21,310
MERCEDES-BENZ,SDV,5.5,8,AS,Z,15.0,10.3,12.9,22,297
